"id","id_estructura","id_cronograma","id_estructura_cronograma","hcitacion","hsalida","hllegada","hfinserv","i_v","id_turno","id_estructura_turno","id_TipoServicio","id_estructura_TipoServicio","activo","id","id_estructura","nombre","km","id_cliente","id_estructura_cliente","vacio","activo","tiempo_viaje","ciudades_id_origen","ciudades_id_estructura_origen","ciudades_id_destino","ciudades_id_estructura_destino","claseServicio_id","claseServicio_id_estructura","id_cliente_vacio","id_estructura_cliente_vacio"
8757,1,3268,1,"05:40:00","06:10:00","08:00:00","07:40:00","i",3,1,1,1,1,3268,1,"San Pedro - (Adm) - Entrada",93,10,1,0,1,"01:10:00",23,1,3,1,5,1,,
8758,1,3269,1,"16:30:00","17:20:00","18:45:00","18:30:00","v",3,1,1,1,1,3269,1,"San Pedro - (Adm) - Salida",93,10,1,0,1,"01:20:00",3,1,23,1,5,1,,
8759,1,3270,1,"05:30:00","06:00:00","07:40:00","08:00:00","i",3,1,1,1,1,3270,1,"LUJAN - (Adm) - Entrada",190,10,1,0,1,"01:35:00",30,1,3,1,5,1,,
8762,1,3272,1,"05:00:00","06:30:00","07:40:00","08:00:00","i",3,1,1,1,1,3272,1,"PILAR - (Adm) - Entrada",50,10,1,0,1,"01:00:00",34,1,3,1,5,1,,
8764,1,3275,1,"05:40:00","06:50:00","08:00:00","07:40:00","i",3,1,1,1,1,3275,1,"Ruta 202 - (Adm) - Entrada",70,10,1,0,1,"01:00:00",32,1,3,1,5,1,,
8765,1,3277,1,"16:30:00","17:20:00","19:20:00","18:20:00","v",3,1,1,1,1,3277,1,"Ruta 202 - (Adm) - Salida",70,10,1,0,1,"01:00:00",3,1,32,1,5,1,,
8792,1,3300,1,"16:50:00","17:20:00","19:20:00","18:20:00","v",2,1,1,1,1,3300,1,"Ref. Escobar Administrativo",40,10,1,0,1,"00:50:00",4,1,3,1,5,1,,
8817,1,3213,1,"14:50:00","15:20:00","16:30:00","17:00:00","v",2,1,2,1,1,3213,1,"Ref. Pilar - Salida",60,10,1,0,1,"01:00:00",3,1,34,1,5,1,,
8821,1,2669,1,"00:10:00","00:40:00","02:00:00","03:00:00","v",3,1,2,1,1,2669,1,"Rec. Sabado Lima. Salida",77,10,1,0,1,"00:40:00",3,1,6,1,5,1,,
8995,1,49,1,"05:40:00","05:50:00","07:50:00","07:55:00","i",3,1,1,1,1,49,1,"BS AS 1 (Adm - Callao)-Entrada",95,10,1,0,1,"01:35:00",27,1,3,1,5,1,,
8996,1,51,1,"05:27:00","05:57:00","07:50:00","07:51:00","i",3,1,1,1,1,51,1,"BS AS 2 (Adm - Centro)-Entrada",120,10,1,0,1,"01:40:00",27,1,3,1,5,1,,
9273,1,1192,1,"06:25:00","06:55:00","07:40:00","08:00:00","i",3,1,1,1,1,1192,1,"ZARATE 1-(Adm Lavalle)-Entrada",25,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
9279,1,2665,1,"15:30:00","16:00:00","18:30:00","17:30:00","v",2,1,2,1,1,2665,1,"Rec. Sab. S. Pedro. Salida",90,10,1,0,1,"01:00:00",3,1,23,1,5,1,,
9284,1,2667,1,"15:30:00","16:00:00","17:00:00","17:20:00","v",2,1,2,1,1,2667,1,"Rec. Sabado Zarate. Salida",12,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
9743,1,1095,1,"12:30:00","13:00:00","13:45:00","14:00:00","i",1,1,2,1,1,1095,1,"Rec. Sabado Zarate",12,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
9808,1,2672,1,"22:10:00","22:40:00","23:59:00","23:30:00","v",1,1,2,1,1,2672,1,"Rec. Sab. HENRY FORD . Salida",50,10,1,0,1,"01:00:00",3,1,31,1,5,1,,
9839,1,3859,1,"00:10:00","00:40:00","02:00:00","03:00:00","v",1,1,2,1,1,3859,1,"Lima - Alsina - Salida",65,10,1,0,1,"01:00:00",3,1,24,1,5,1,,
9859,1,3864,1,"20:40:00","21:10:00","22:10:00","22:30:00","i",1,1,2,1,1,3864,1,"Zarate-Entrada (Mantenimiento)",20,10,1,0,1,"01:00:00",3,1,3,1,5,1,,
9860,1,3866,1,"20:25:00","20:55:00","22:10:00","22:30:00","v",1,1,2,1,1,3866,1,"Campana-Entrada(Mantenimiento)",22,10,1,0,1,"01:00:00",1,1,3,1,5,1,,
9862,1,3864,1,"12:40:00","13:10:00","14:10:00","14:15:00","i",1,1,2,1,1,3864,1,"Zarate-Entrada (Mantenimiento)",20,10,1,0,1,"01:00:00",3,1,3,1,5,1,,
9863,1,3865,1,"06:10:00","06:40:00","07:20:00","07:30:00","v",1,1,2,1,1,3865,1,"Zarate-Salida (Mantenimiento)",20,10,1,0,1,"01:00:00",3,1,3,1,5,1,,
9864,1,3865,1,"22:55:00","23:25:00","23:58:00","23:59:00","v",1,1,2,1,1,3865,1,"Zarate-Salida (Mantenimiento)",20,10,1,0,1,"01:00:00",3,1,3,1,5,1,,
9866,1,3867,1,"06:10:00","06:40:00","07:20:00","07:30:00","v",1,1,2,1,1,3867,1,"Campana-Salida (Mantenimiento)",22,10,1,0,1,"01:00:00",3,1,1,1,5,1,,
9867,1,3867,1,"22:55:00","23:25:00","23:58:00","23:59:00","v",1,1,2,1,1,3867,1,"Campana-Salida (Mantenimiento)",22,10,1,0,1,"01:00:00",3,1,1,1,5,1,,
9870,1,3859,1,"01:10:00","01:40:00","03:00:00","03:30:00","v",1,1,2,1,1,3859,1,"Lima - Alsina - Salida",65,10,1,0,1,"01:00:00",3,1,24,1,5,1,,
9871,1,3804,1,"01:10:00","01:40:00","03:00:00","03:45:00","v",1,1,2,1,1,3804,1,"San Miguel Salida",75,10,1,0,1,"01:00:00",3,1,20,1,5,1,,
9875,1,3305,1,"01:30:00","02:45:00","03:30:00","04:00:00","v",1,1,2,1,1,3305,1,"Over Time Marquez",50,10,1,0,1,"01:00:00",31,1,31,1,4,1,,
9877,1,2677,1,"01:30:00","02:45:00","03:30:00","04:00:00","v",1,1,2,1,1,2677,1,"Over Time Henry Ford",25,10,1,0,1,"01:00:00",31,1,31,1,4,1,,
9962,1,1648,1,"08:30:00","09:00:00","11:30:00","11:00:00","v",2,1,2,1,1,1648,1,"BS AS 1 - C. Y S. FE - Salida",95,10,1,0,1,"03:00:00",3,1,27,1,5,1,,
9963,1,1428,1,"08:30:00","09:00:00","11:00:00","10:00:00","v",2,1,2,1,1,1428,1,"BARADERO - 1 Salida",80,10,1,0,1,"01:10:00",3,1,17,1,5,1,,
9964,1,1570,1,"08:30:00","09:00:00","11:00:00","10:00:00","v",2,1,2,1,1,1570,1,"BARADERO - 2 Salida",80,10,1,0,1,"01:00:00",3,1,17,1,5,1,,
9965,1,1571,1,"08:30:00","09:00:00","11:00:00","10:00:00","v",2,1,2,1,1,1571,1,"BARADERO - 3 Salida",80,10,1,0,1,"01:00:00",3,1,17,1,5,1,,
9966,1,1572,1,"08:30:00","09:00:00","11:30:00","10:30:00","v",2,1,2,1,1,1572,1,"SAN PEDRO 1 - Salida",120,10,1,0,1,"01:20:00",3,1,23,1,5,1,,
9967,1,1573,1,"08:30:00","09:00:00","11:30:00","10:30:00","v",2,1,2,1,1,1573,1,"SAN PEDRO 2 - Salida",120,10,1,0,1,"01:20:00",3,1,23,1,5,1,,
9969,1,59,1,"08:30:00","09:00:00","11:30:00","10:30:00","v",2,1,2,1,1,59,1,"LUJAN 1 - Salida",75,10,1,0,1,"01:35:00",3,1,30,1,5,1,,
9970,1,60,1,"08:30:00","09:00:00","11:30:00","10:30:00","v",2,1,2,1,1,60,1,"LUJAN 2 - Salida",100,10,1,0,1,"01:35:00",3,1,30,1,5,1,,
9971,1,3292,1,"08:30:00","09:00:00","10:30:00","11:30:00","v",2,1,2,1,1,3292,1,"Ref. Lujan 2 - Salida",75,10,1,0,1,"01:00:00",3,1,30,1,5,1,,
9972,1,532,1,"08:30:00","09:00:00","11:30:00","10:30:00","v",2,1,2,1,1,532,1,"MORENO - Salida",90,10,1,0,1,"01:30:00",3,1,85,1,5,1,,
9973,1,3307,1,"08:30:00","09:00:00","11:00:00","10:00:00","v",2,1,2,1,1,3307,1,"Ref. 202 Salida",65,10,1,0,1,"00:50:00",3,1,32,1,5,1,,
9974,1,1584,1,"08:30:00","09:00:00","11:00:00","10:00:00","v",2,1,2,1,1,1584,1,"BS AS 2 - RUTA 197 - Salida",60,10,1,0,1,"01:00:00",3,1,27,1,5,1,,
9976,1,1582,1,"08:30:00","09:00:00","10:50:00","09:50:00","v",2,1,2,1,1,1582,1,"BS AS 3 - HENRY FORD - Salida",55,10,1,0,1,"01:00:00",3,1,27,1,5,1,,
9977,1,1619,1,"08:30:00","09:00:00","11:30:00","10:30:00","v",2,1,2,1,1,1619,1,"DEL VISO - Salida",60,10,1,0,1,"01:00:00",3,1,29,1,5,1,,
9978,1,1614,1,"08:30:00","09:00:00","11:30:00","10:30:00","v",2,1,2,1,1,1614,1,"PILAR - Salida",60,10,1,0,1,"01:00:00",3,1,34,1,5,1,,
9979,1,65,1,"08:30:00","09:00:00","10:30:00","09:50:00","v",2,1,2,1,1,65,1,"ESCOBAR 1 -Salida",60,10,1,0,1,"01:10:00",3,1,4,1,5,1,,
9980,1,463,1,"08:30:00","09:00:00","10:40:00","09:40:00","v",2,1,2,1,1,463,1,"ESCOBAR 2 -(Matheu)- Salida",50,10,1,0,1,"01:45:00",3,1,4,1,5,1,,
9981,1,109,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,109,1,"CAMPANA 1 - Salida",25,10,1,0,1,"00:50:00",3,1,1,1,5,1,,
9982,1,1113,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,1113,1,"CAMPANA 1 (Ref.) - Salida",25,10,1,0,1,"00:50:00",3,1,1,1,5,1,,
9983,1,1114,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,1114,1,"CAMPANA 2 (Ref.) - Salida",25,10,1,0,1,"00:40:00",3,1,1,1,5,1,,
9984,1,113,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,113,1,"CAMPANA 2 - Salida",25,10,1,0,1,"00:50:00",3,1,1,1,5,1,,
9985,1,1179,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,1179,1,"ZARATE 1-(P. Ind.)-Salida",20,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
9986,1,3148,1,"08:30:00","09:00:00","09:30:00","09:15:00","v",2,1,2,1,1,3148,1,"ZARATE 2-(Los Ciebos)-Salida",20,10,1,0,1,"00:25:00",3,1,3,1,5,1,,
9987,1,1183,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,1183,1,"ZARATE 3-(S. Lorenzo)-Salida",20,10,1,0,1,"00:20:00",3,1,3,1,5,1,,
9988,1,1185,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,1185,1,"ZARATE 4-(Lavalle)-Salida",20,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
9989,1,1187,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,1187,1,"ZARATE 5-(Pellegrini)-Salida",20,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
9990,1,1265,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,1265,1,"ZARATE 6-(R. Noya)-Salida",20,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
9991,1,3153,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,3153,1,"ZARATE (Ref.Z6 R. Noya)-Salida",20,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
9992,1,1201,1,"08:30:00","09:00:00","10:00:00","09:30:00","v",2,1,2,1,1,1201,1,"ZARATE (Ref. Z4-Lav)-Salida",20,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
10003,1,1015,1,"23:00:00","23:30:00","01:00:00","00:30:00","v",1,1,2,1,1,1015,1,"Back Up Libre en Toyota",15,10,1,0,1,"00:30:00",3,1,3,1,5,1,,
10006,1,1428,1,"23:00:00","23:30:00","02:10:00","02:00:00","v",1,1,2,1,1,1428,1,"BARADERO - 1 Salida",80,10,1,0,1,"01:10:00",3,1,17,1,5,1,,
10007,1,1648,1,"23:00:00","23:30:00","03:00:00","01:00:00","v",1,1,2,1,1,1648,1,"BS AS 1 - C. Y S. FE - Salida",95,10,1,0,1,"03:00:00",3,1,27,1,5,1,,
10008,1,109,1,"23:00:00","23:30:00","00:45:00","00:30:00","v",1,1,2,1,1,109,1,"CAMPANA 1 - Salida",25,10,1,0,1,"00:50:00",3,1,1,1,5,1,,
10009,1,113,1,"23:00:00","23:30:00","00:45:00","00:30:00","v",1,1,2,1,1,113,1,"CAMPANA 2 - Salida",25,10,1,0,1,"00:50:00",3,1,1,1,5,1,,
10010,1,1619,1,"23:00:00","23:30:00","02:00:00","01:00:00","v",1,1,2,1,1,1619,1,"DEL VISO - Salida",60,10,1,0,1,"01:00:00",3,1,29,1,5,1,,
10011,1,65,1,"23:00:00","23:30:00","01:45:00","01:00:00","v",1,1,2,1,1,65,1,"ESCOBAR 1 -Salida",60,10,1,0,1,"01:10:00",3,1,4,1,5,1,,
10013,1,60,1,"23:00:00","23:30:00","02:00:00","01:00:00","v",1,1,2,1,1,60,1,"LUJAN 2 - Salida",100,10,1,0,1,"01:35:00",3,1,30,1,5,1,,
10015,1,3292,1,"23:00:00","23:30:00","00:45:00","01:30:00","v",1,1,2,1,1,3292,1,"Ref. Lujan 2 - Salida",75,10,1,0,1,"01:00:00",3,1,30,1,5,1,,
10017,1,3290,1,"23:00:00","23:30:00","01:30:00","00:45:00","v",1,1,2,1,1,3290,1,"Alberti - Ref. Del Viso - Sal.",60,10,1,0,1,"01:00:00",3,1,29,1,5,1,,
10030,1,1183,1,"23:00:00","23:30:00","00:45:00","00:15:00","v",1,1,2,1,1,1183,1,"ZARATE 3-(S. Lorenzo)-Salida",20,10,1,0,1,"00:20:00",3,1,3,1,5,1,,
10035,1,463,1,"23:00:00","23:30:00","01:15:00","00:30:00","v",1,1,2,1,1,463,1,"ESCOBAR 2 -(Matheu)- Salida",50,10,1,0,1,"01:45:00",3,1,4,1,5,1,,
10546,1,3621,1,"16:50:00","17:20:00","18:30:00","19:00:00","v",2,1,2,1,1,3621,1,"Adicional Pilar",50,10,1,0,1,"01:00:00",3,1,34,1,5,1,,
10558,1,3859,1,"17:00:00","17:30:00","19:30:00","18:30:00","v",2,1,2,1,1,3859,1,"Lima - Alsina - Salida",65,10,1,0,1,"01:00:00",3,1,24,1,5,1,,
10559,1,3292,1,"17:00:00","17:30:00","19:00:00","20:00:00","v",2,1,2,1,1,3292,1,"Ref. Lujan 2 - Salida",75,10,1,0,1,"01:00:00",3,1,30,1,5,1,,
10562,1,3290,1,"17:00:00","17:30:00","19:00:00","18:30:00","v",2,1,2,1,1,3290,1,"Alberti - Ref. Del Viso - Sal.",60,10,1,0,1,"01:00:00",3,1,29,1,5,1,,
10563,1,3291,1,"17:00:00","17:30:00","18:30:00","19:00:00","v",2,1,2,1,1,3291,1,"Ref. Escobar 1 - Salida",60,10,1,0,1,"01:00:00",3,1,4,1,5,1,,
10564,1,3307,1,"17:00:00","17:30:00","19:00:00","18:30:00","v",2,1,2,1,1,3307,1,"Ref. 202 Salida",65,10,1,0,1,"00:50:00",3,1,32,1,5,1,,
10565,1,3804,1,"17:00:00","17:30:00","19:00:00","18:30:00","v",2,1,2,1,1,3804,1,"San Miguel Salida",75,10,1,0,1,"01:00:00",3,1,20,1,5,1,,
10595,1,3213,1,"16:30:00","17:30:00","19:00:00","19:30:00","v",2,1,2,1,1,3213,1,"Ref. Pilar - Salida",60,10,1,0,1,"01:00:00",3,1,34,1,5,1,,
10630,1,3866,1,"22:25:00","22:55:00","22:10:00","22:30:00","v",1,1,2,1,1,3866,1,"Campana-Entrada(Mantenimiento)",22,10,1,0,1,"01:00:00",1,1,3,1,5,1,,
10631,1,3864,1,"22:40:00","23:10:00","23:58:00","23:59:00","i",1,1,2,1,1,3864,1,"Zarate-Entrada (Mantenimiento)",20,10,1,0,1,"01:00:00",3,1,3,1,5,1,,
10647,1,4135,1,"17:30:00","18:00:00","20:00:00","19:00:00","v",1,1,2,1,1,4135,1,"Mercedes - Salida",100,10,1,0,1,"01:35:00",3,1,83,1,5,1,,
10653,1,3958,1,"17:30:00","18:00:00","20:00:00","19:00:00","v",1,1,2,1,1,3958,1,"San Andres de Giles - Salida",75,10,1,0,1,"01:35:00",3,1,88,1,5,1,,
11054,1,4485,1,"16:40:00","17:20:00","18:30:00","18:00:00","i",1,1,1,1,1,4485,1,"Adic. Adm. Zarate I -Salida",10,10,1,0,1,"01:00:00",3,1,3,1,5,1,,
11122,1,4526,1,"00:10:00","00:40:00","03:00:00","01:40:00","v",1,1,2,1,1,4526,1,"Ibicuy - Salida",85,10,1,0,1,"01:00:00",3,1,214,1,5,1,,
11123,1,4525,1,"14:00:00","14:10:00","15:20:00","15:10:00","i",1,1,2,1,1,4525,1,"Ibicuy - Entrada",85,10,1,0,1,"01:00:00",214,1,3,1,5,1,,
11250,1,4624,1,"14:50:00","15:20:00","17:20:00","17:30:00","v",2,1,2,1,1,4624,1,"Gualeguaychu - Salida",160,10,1,0,1,"02:00:00",44,1,3,1,5,1,,
11286,1,4645,1,"06:10:00","06:40:00","08:00:00","07:40:00","v",1,1,2,1,1,4645,1,"LUJAN - SALIDA (MANTENIMIENTO)",65,10,1,0,1,"01:00:00",3,1,30,1,5,1,,
11287,1,4645,1,"22:55:00","23:25:00","00:25:00","01:30:00","i",3,1,1,1,1,4645,1,"LUJAN - SALIDA (MANTENIMIENTO)",65,10,1,0,1,"01:00:00",3,1,30,1,5,1,,
11289,1,4646,1,"20:00:00","20:30:00","22:30:00","22:10:00","i",3,1,1,1,1,4646,1,"SAN MIGUEL - ENTRADA(MANTENIMIENTO)",65,10,1,0,1,"01:00:00",20,1,3,1,5,1,,
11290,1,4647,1,"06:10:00","06:40:00","07:10:00","08:30:00","v",1,1,2,1,1,4647,1,"SAN MIGUEL - SALIDA(MANTENIMIENTO)",65,10,1,0,1,"01:00:00",3,1,20,1,5,1,,
11293,1,4649,1,"20:00:00","20:30:00","22:40:00","22:10:00","i",3,1,1,1,1,4649,1,"PILAR - ENTRADA (MANTENIMIENTO)",65,10,1,0,1,"01:00:00",34,1,3,1,5,1,,
11294,1,4648,1,"06:10:00","06:40:00","08:30:00","07:40:00","v",1,1,2,1,1,4648,1,"PILAR - SALIDA(MANTENIMIENTO)",65,10,1,0,1,"01:00:00",3,1,34,1,5,1,,
11295,1,4648,1,"22:55:00","23:25:00","01:00:00","00:40:00","i",3,1,1,1,1,4648,1,"PILAR - SALIDA(MANTENIMIENTO)",65,10,1,0,1,"01:00:00",3,1,34,1,5,1,,
11297,1,4650,1,"20:10:00","20:40:00","22:30:00","22:10:00","i",3,1,1,1,1,4650,1,"SAN PEDRO - ENTRADA (MANTENIMIENTO)",120,10,1,0,1,"01:00:00",23,1,3,1,5,1,,
11298,1,4651,1,"06:10:00","06:40:00","09:00:00","08:30:00","v",1,1,2,1,1,4651,1,"SAN PEDRO - SALIDA (MANTENIMIENTO)",120,10,1,0,1,"01:00:00",3,1,23,1,5,1,,
11299,1,4651,1,"22:55:00","23:55:00","02:30:00","02:00:00","i",3,1,1,1,1,4651,1,"SAN PEDRO - SALIDA (MANTENIMIENTO)",120,10,1,0,1,"01:00:00",3,1,23,1,5,1,,
11306,1,4653,1,"20:20:00","20:50:00","22:40:00","22:10:00","i",3,1,1,1,1,4653,1,"BARADERO - ENTRADA (MANTENIMIENTO)",70,10,1,0,1,"01:00:00",17,1,3,1,5,1,,
11307,1,4652,1,"06:10:00","06:40:00","08:00:00","07:40:00","v",1,1,2,1,1,4652,1,"BARADERO - SALIDA (MANTENIMIENTO)",70,10,1,0,1,"01:00:00",3,1,17,1,5,1,,
11308,1,4652,1,"22:55:00","23:25:00","01:30:00","00:30:00","i",1,1,1,1,1,4652,1,"BARADERO - SALIDA (MANTENIMIENTO)",70,10,1,0,1,"01:00:00",3,1,17,1,5,1,,
11466,1,4772,1,"02:10:00","02:40:00","03:40:00","04:10:00","v",3,1,2,1,1,4772,1,"ADICIONAL DEL VISO",60,10,1,0,1,"01:00:00",3,1,29,1,5,1,,
11467,1,4773,1,"02:10:00","02:40:00","03:40:00","04:10:00","v",3,1,2,1,1,4773,1,"ADICIONAL JOSE C PAZ",60,10,1,0,1,"01:00:00",3,1,77,1,5,1,,
11468,1,4774,1,"02:10:00","02:40:00","03:40:00","04:10:00","v",3,1,2,1,1,4774,1,"ADICIONAL BUENOS AIRES",100,10,1,0,1,"02:00:00",3,1,27,1,5,1,,
11510,1,4804,1,"15:10:00","15:20:00","17:00:00","17:30:00","v",2,1,2,1,1,4804,1,"C.CASTELAR-SAN MIGUEL - SALIDA",100,10,1,0,1,"01:30:00",3,1,212,1,5,1,,
11527,1,4816,1,"16:30:00","17:20:00","19:00:00","19:30:00","v",2,1,1,1,1,4816,1,"Adm. Gualeguaychu - Sallida",140,10,1,0,1,"02:00:00",3,1,44,1,5,1,,
11533,1,4820,1,"15:10:00","15:20:00","16:20:00","17:00:00","v",2,1,2,1,1,4820,1,"Jose C. Paz - Salida",60,10,1,0,1,"01:00:00",3,1,77,1,5,1,,
11542,1,4826,1,"00:10:00","00:40:00","02:00:00","02:30:00","v",1,1,2,1,1,4826,1,"San Pedro 3 - Salida",100,10,1,0,1,"01:30:00",3,1,23,1,5,1,,
11543,1,4826,1,"15:10:00","15:20:00","17:00:00","17:30:00","v",2,1,2,1,1,4826,1,"San Pedro 3 - Salida",100,10,1,0,1,"01:30:00",3,1,23,1,5,1,,
11546,1,4828,1,"15:10:00","15:20:00","16:20:00","16:50:00","v",2,1,2,1,1,4828,1,"Cardales - Salida",30,10,1,0,1,"00:40:00",3,1,188,1,5,1,,
11584,1,4851,1,"00:10:00","00:40:00","02:00:00","02:30:00","v",3,1,2,1,1,4851,1,"Rec. Sabados Ruta 8 Salida",60,10,1,0,1,"01:00:00",3,1,34,1,5,1,,
11585,1,4851,1,"14:30:00","15:20:00","16:20:00","17:00:00","v",2,1,2,1,1,4851,1,"Rec. Sabados Ruta 8 Salida",60,10,1,0,1,"01:00:00",3,1,34,1,5,1,,
11602,1,4867,1,"21:30:00","22:00:00","23:00:00","23:10:00","i",1,1,2,1,1,4867,1,"Escobar - Salida 22 hs.",50,10,1,0,1,"01:00:00",3,1,4,1,5,1,,
11603,1,4868,1,"21:30:00","22:00:00","23:00:00","23:10:00","i",1,1,2,1,1,4868,1,"Garin - Salida 22 hs.",50,10,1,0,1,"01:00:00",3,1,16,1,5,1,,
11604,1,4869,1,"21:30:00","22:00:00","23:00:00","23:10:00","i",1,1,2,1,1,4869,1,"Pilar - Del Viso - Salida 22 hs.",50,10,1,0,1,"01:00:00",3,1,34,1,5,1,,
11605,1,4870,1,"21:30:00","22:00:00","23:00:00","23:10:00","i",1,1,2,1,1,4870,1,"Lujan - Salida 22 hs.",50,10,1,0,1,"01:00:00",3,1,30,1,5,1,,
11606,1,4871,1,"21:30:00","22:00:00","23:00:00","23:10:00","i",1,1,2,1,1,4871,1,"Merlo - Salida 22 hs.",50,10,1,0,1,"01:00:00",3,1,84,1,5,1,,
11607,1,4872,1,"21:30:00","22:00:00","23:00:00","23:10:00","i",1,1,2,1,1,4872,1,"Campana - Salida 22 hs.",50,10,1,0,1,"01:00:00",3,1,1,1,5,1,,
11608,1,4873,1,"21:30:00","22:00:00","23:00:00","23:10:00","i",1,1,2,1,1,4873,1,"Zarate - Salida 22 hs.",30,10,1,0,1,"01:00:00",3,1,3,1,5,1,,
11609,1,4874,1,"21:30:00","22:00:00","23:00:00","23:30:00","v",1,1,1,1,1,4874,1,"Baradero - Salida 22 hs.",100,10,1,0,1,"01:00:00",17,1,3,1,5,1,,
11611,1,4876,1,"21:30:00","22:00:00","23:59:00","23:59:00","v",3,1,2,1,1,4876,1,"BS AS - SALIDA 22 HS",80,10,1,0,1,"02:00:00",3,1,27,1,5,1,,
11613,1,4878,1,"21:30:00","22:00:00","23:30:00","23:30:00","v",3,1,2,1,1,4878,1,"SAN MIGUEL - SALIDA 22 HS",60,10,1,0,1,"01:30:00",3,1,20,1,5,1,,
11615,1,4880,1,"21:30:00","22:00:00","23:00:00","23:30:00","v",2,1,1,1,1,4880,1,"San Pedro - Salida 22 hs.",100,10,1,0,1,"01:30:00",23,1,3,1,5,1,,
